"","縣市","鄉鎮市區","村里","同意票數","不同意票數","投票數","投票權人數","所得平均數","所得中位數","所得標準差","人口總數","0到9歲","10到19歲","20到29歲","30到39歲","40到49歲","50到59歲","60到69歲","70到79歲","80歲以上"
"304","台北市","文山區","景美里",1748,838,2688,4365,1261,799,2072.2,5504,566,629,556,811,938,705,692,385,222
"305","台北市","文山區","景慶里",2051,1059,3218,5676,1038,739,1055.49,6994,697,740,802,1099,1047,1024,885,428,272
"306","台北市","文山區","景仁里",1623,871,2575,4345,1222,808,1427.75,5195,601,543,562,814,826,730,647,277,195
"307","台北市","文山區","景行里",2352,1161,3635,6228,1184,747,2066.87,7953,966,995,843,1219,1397,1072,809,380,272
"308","台北市","文山區","老泉里",293,122,443,789,744,543,718.3,981,86,131,121,151,151,139,105,55,42
"309","台北市","文山區","明興里",2223,1136,3504,6057,1055,753,1016.37,7111,572,650,874,1157,1231,1200,835,360,232
"310","台北市","文山區","明義里",1183,588,1862,3536,995,606,1245.9,4551,392,707,651,601,739,668,431,211,151
"311","台北市","文山區","木柵里",3011,1514,4667,7736,1455,827,2954.21,9190,801,919,1087,1244,1539,1443,1119,615,423
"312","台北市","文山區","木新里",2850,1439,4502,9127,1045,660,3270.47,10562,787,878,1255,1645,1688,1816,1513,572,408
"313","台北市","文山區","試院里",2465,1188,3776,6013,1246,791,4508.55,7167,680,664,879,1140,1153,1107,902,379,263
"314","台北市","文山區","順興里",2324,1238,3732,6503,1044,704,1262.26,8062,882,817,978,1364,1267,1180,947,386,241
"315","台北市","文山區","萬芳里",2569,1433,4158,6932,1107,751,1451.61,8313,767,784,1034,1382,1273,1316,1090,403,264
"316","台北市","文山區","萬和里",1174,512,1754,2899,1158,779,1408.65,3393,296,282,365,467,517,567,379,256,264
"317","台北市","文山區","萬隆里",2599,1238,3955,6217,1176,807,1296.55,7647,751,803,841,1197,1137,1150,1009,454,305
"318","台北市","文山區","萬美里",2287,1245,3690,6498,1334,772,1988.47,7652,622,710,990,1101,1155,1289,1084,441,260
"319","台北市","文山區","萬年里",1805,842,2767,4778,1364,746,8501.14,5556,473,384,676,918,773,851,810,394,277
"320","台北市","文山區","萬盛里",1609,832,2548,4209,1261,766,6027.1,4888,408,324,544,778,731,784,724,336,259
"321","台北市","文山區","萬祥里",1520,807,2432,3961,1063,768,1030.73,4686,424,428,531,745,730,670,636,314,208
"322","台北市","文山區","萬興里",2602,1527,4273,7131,1440,832,2086.47,8846,896,1057,1124,1197,1445,1429,958,437,303
"323","台北市","文山區","萬有里",1868,985,2939,4829,1247,806,1471.81,5889,584,631,698,957,877,854,747,336,205
"324","台北市","文山區","興安里",2398,1117,3629,5817,1310,803,2255.2,6937,639,703,780,1028,1086,1078,880,449,294
"325","台北市","文山區","興邦里",1722,839,2650,4385,1134,802,1324.87,5079,438,414,601,780,869,872,575,327,203
"326","台北市","文山區","興昌里",2166,1223,3521,5896,1414,859,2012.44,7003,604,629,832,1028,1261,1140,864,388,257
"327","台北市","文山區","興得里",1974,991,3067,5159,1043,720,1044.56,6172,542,546,792,1046,941,934,818,348,205
"328","台北市","文山區","興豐里",1630,862,2603,4240,1262,806,1492.39,5124,413,545,581,768,866,813,629,301,208
"329","台北市","文山區","興福里",2001,1032,3160,4847,1084,752,1296.74,6161,652,740,737,980,957,840,756,313,186
"330","台北市","文山區","興光里",1113,572,1765,2936,1232,785,2004.59,3510,305,335,437,575,585,557,409,193,114
"331","台北市","文山區","興家里",2600,1301,4025,6643,966,689,977.88,7856,715,661,1050,1361,1178,1237,1059,363,232
"332","台北市","文山區","興泰里",1461,729,2262,3516,1128,756,1195.66,4079,358,278,482,617,691,707,523,266,157
"333","台北市","文山區","興旺里",2947,1390,4463,7265,1058,748,1202.91,8700,925,681,954,1637,1564,1305,978,405,251
"334","台北市","文山區","興業里",1925,954,2989,4847,1146,769,1322.27,5542,477,369,616,931,783,845,868,381,272
"335","台北市","文山區","樟腳里",1881,933,2933,4889,1295,747,2422.52,6021,650,602,835,887,917,995,646,286,203
"336","台北市","文山區","樟林里",2926,1414,4515,7402,1101,718,2618.17,8888,811,861,1046,1384,1412,1342,1102,570,360
"337","台北市","文山區","樟樹里",1677,796,2552,4223,1008,672,1400.17,5212,556,552,630,839,875,715,601,281,163
"338","台北市","文山區","樟文里",2098,1039,3259,5308,1033,721,1118.42,6513,674,653,787,1082,1076,890,796,364,191
"339","台北市","文山區","樟新里",1833,961,2901,4781,1283,835,1625.9,5915,663,619,756,841,968,979,654,282,153
"340","台北市","文山區","政大里",2216,1480,3819,6091,1810,1208,2258.4,8085,1064,1180,840,1009,1664,1228,635,287,178
"341","台北市","文山區","指南里",1201,678,2000,3454,1195,756,1550.37,4098,386,401,503,654,646,709,431,209,159
"342","台北市","文山區","忠順里",1573,670,2331,3615,1312,816,2269.91,4141,270,354,543,578,631,741,535,271,218
"343","台北市","信義區","安康里",3350,1697,5213,8706,3333,995,18271.81,11215,1501,1155,1103,1721,1767,1501,1450,670,347
"344","台北市","信義區","大道里",2061,1005,3182,5430,1047,704,1248.44,6216,511,408,723,1085,875,921,991,456,246
"345","台北市","信義區","大仁里",1378,680,2150,3609,911,674,871.12,4150,304,292,458,701,640,629,555,351,220
"346","台北市","信義區","敦厚里",1727,1001,2821,4589,1144,752,1440.28,5436,494,385,624,961,885,818,691,354,224
"347","台北市","信義區","富台里",1335,725,2136,3770,NA,NA,NA,4548,429,447,459,749,838,679,510,256,181
"348","台北市","信義區","廣居里",2585,1306,4018,6667,1297,830,1976.38,8367,1003,776,902,1260,1263,1243,1113,479,328
"349","台北市","信義區","國業里",2610,1280,4022,6448,1221,803,1565.66,8169,1005,875,840,1161,1370,1124,970,525,299
"350","台北市","信義區","惠安里",2241,1061,3415,5898,996,695,976,6786,513,517,889,1083,1056,1177,863,435,253
"351","台北市","信義區","嘉興里",1125,560,1727,2842,999,653,1157.85,3247,248,199,348,556,488,521,493,256,138
"352","台北市","信義區","景聯里",1576,796,2476,4100,1131,751,1331.19,4725,335,315,589,753,686,723,759,354,211
"353","台北市","信義區","景勤里",1331,645,2014,3592,1022,714,1096.12,4182,357,288,463,646,654,664,571,322,217
"354","台北市","信義區","景新里",1612,778,2469,4437,2383,850,9088.07,5312,534,442,579,793,702,859,769,379,255
"355","台北市","信義區","黎安里",737,253,1064,1851,839,585,897.19,2133,127,140,193,282,343,340,350,132,226
"356","台北市","信義區","黎平里",2216,1172,3549,6210,1083,742,1181.46,7296,600,559,872,1241,1110,1122,1010,505,277
"357","台北市","信義區","黎順里",1331,701,2097,3662,1131,741,1289.9,4254,369,233,507,773,606,665,623,301,177
"358","台北市","信義區","黎忠里",1686,760,2547,4310,1006,711,1137.07,5025,425,344,570,904,781,753,713,352,183
"359","台北市","信義區","六合里",2221,1169,3486,6070,1710,773,10419.23,6901,491,482,915,975,1048,1185,1000,503,302
"360","台北市","信義區","六藝里",1205,586,1882,3190,996,699,994.94,3930,391,424,467,597,651,558,456,236,150
"361","台北市","信義區","三犁里",1626,844,2540,4622,2266,805,10758.98,5406,428,417,631,775,799,866,851,404,235
"362","台北市","信義區","三張里",3069,1463,4690,7867,1342,729,5135.09,9204,781,708,1090,1394,1387,1390,1291,708,455
"363","台北市","信義區","雙和里",2273,1289,3677,6247,1087,739,1268.84,7413,682,576,890,1230,1115,1122,1043,475,280
"364","台北市","信義區","四維里",1812,943,2848,4811,1091,677,1966.23,5531,412,347,750,991,637,881,919,355,239
"365","台北市","信義區","四育里",1910,1055,3096,5022,988,699,1022.72,5749,458,358,758,1041,778,866,848,399,243
"366","台北市","信義區","松光里",1647,846,2587,4448,1058,716,1186.23,5039,359,304,548,822,786,755,730,495,240
"367","台北市","信義區","松隆里",711,366,1133,2004,842,641,773.94,2346,176,165,294,389,322,430,323,156,91
"368","台北市","信義區","松友里",2155,1127,3377,5741,1026,724,1080.63,7184,819,712,725,1202,1142,917,988,422,257
"369","台北市","信義區","泰和里",2472,1269,3893,6899,1043,674,1767.92,8195,743,629,998,1457,1340,1222,1069,486,251
"370","台北市","信義區","五常里",1222,572,1875,3229,1054,694,1298.67,3872,355,283,483,645,536,595,545,262,168
"371","台北市","信義區","五全里",1559,802,2454,4405,1065,666,1698.97,5135,418,348,611,879,789,763,720,361,246
"372","台北市","信義區","西村里",1684,759,2519,5151,1092,744,1233.09,6024,422,419,561,843,840,1016,1113,403,407
"373","台北市","信義區","新仁里",1071,603,1710,2898,1376,862,2244.95,3492,326,329,364,499,513,533,496,266,166
"374","台北市","信義區","興隆里",868,447,1373,2446,4521,815,70619.52,3000,272,260,301,401,440,435,449,274,168
"375","台北市","信義區","興雅里",1935,932,2987,5054,1139,754,1401.99,5968,459,508,643,876,955,848,828,560,291
"376","台北市","信義區","雅祥里",1643,858,2591,4362,1126,704,1774.49,5229,501,403,621,858,851,782,677,346,190
"377","台北市","信義區","永春里",1744,809,2625,4373,938,669,931.34,5088,427,357,606,925,705,734,724,360,250
"378","台北市","信義區","永吉里",1312,587,1988,3536,865,588,1608.16,4166,356,326,558,777,618,639,527,246,119
"379","台北市","信義區","長春里",1441,739,2293,3898,897,619,955.35,4351,327,292,580,782,640,700,517,313,200
"380","台北市","信義區","正和里",1547,781,2403,3949,1382,797,2385.16,4793,463,491,462,629,745,698,713,366,226
"381","台北市","信義區","中坡里",1570,797,2459,3964,1001,649,2176.78,4650,376,324,616,815,654,681,671,350,163
"382","台北市","信義區","中行里",2635,1428,4211,7061,952,676,1130.9,8337,780,609,1083,1544,1163,1212,1150,516,280
"383","台北市","信義區","中興里",1029,612,1682,3076,1284,780,1718.13,3689,410,254,359,603,529,604,523,245,162
"384","台北市","中山區","北安里",934,445,1425,2267,1178,790,1289.62,2825,261,270,329,417,413,439,423,164,109
"385","台北市","中山區","成功里",2083,1161,3343,5575,2844,1159,11486.08,7193,925,891,743,1072,1211,1030,791,333,197
"386","台北市","中山區","大佳里",376,132,528,944,917,571,1342.57,1147,100,112,121,183,183,158,171,76,43
"387","台北市","中山區","大直里",2927,1707,4791,7819,1231,778,1851.25,9878,1002,1138,1052,1554,1412,1338,1343,668,371
"388","台北市","中山區","復華里",1427,779,2300,4100,1527,786,2712.97,4831,411,418,546,703,725,797,687,307,237
"389","台北市","中山區","恆安里",1438,823,2362,4306,1455,698,8631.85,5045,498,274,531,938,831,786,684,305,198
"390","台北市","中山區","集英里",2140,1207,3469,6149,1446,693,6841.44,7390,737,699,796,1183,1152,1127,953,444,299
"391","台北市","中山區","劍潭里",1326,507,1884,3209,1105,730,1315.07,3917,393,335,394,545,610,575,602,223,240
"392","台北市","中山區","江寧里",2160,1240,3553,6102,1313,813,1788.82,7233,628,601,827,1154,1067,1117,1064,479,296
"393","台北市","中山區","江山里",2356,1358,3884,6660,1196,743,1726.26,7807,624,633,806,1250,1168,1164,1188,608,366
"394","台北市","中山區","金泰里",2410,1229,3740,6297,2265,1071,8048.18,8081,1035,952,775,1188,1737,1158,711,336,189
"395","台北市","中山區","聚盛里",1365,634,2078,3822,963,628,1599.89,4244,323,201,382,829,716,688,694,277,134
"396","台北市","中山區","聚葉里",1278,642,1992,3581,1084,681,1905.41,4076,314,219,454,738,625,655,606,281,184
"397","台北市","中山區","康樂里",830,401,1290,2359,1229,716,2678.52,2622,190,98,245,420,407,494,468,175,125
"398","台北市","中山區","力行里",1928,1069,3087,5339,1945,813,6362.67,6175,519,414,691,923,845,984,1013,467,319
"399","台北市","中山區","龍洲里",1810,882,2789,4474,1215,739,1609.58,5124,336,367,605,692,689,1014,841,299,281
"400","台北市","中山區","民安里",1505,874,2460,4046,1231,695,2414.37,4692,373,286,525,742,596,752,779,367,272
"401","台北市","中山區","埤頭里",1128,610,1822,2988,998,682,1123.26,3529,276,244,346,589,553,525,527,282,187
"402","台北市","中山區","晴光里",1581,885,2582,4917,1354,694,6652.04,5572,463,277,577,999,892,903,873,365,223
"403","台北市","中山區","松江里",2139,1139,3409,5635,1621,762,6392.04,6777,624,625,739,1014,1019,986,971,491,308
"404","台北市","中山區","下埤里",2489,1423,4062,6655,1152,725,1872.4,7777,642,540,968,1362,1116,1193,1209,501,246
"405","台北市","中山區","新福里",1651,808,2624,4535,1420,636,15183.29,5334,504,363,557,946,817,791,773,405,178
"406","台北市","中山區","新生里",1456,834,2380,4400,965,635,1163.71,5059,418,308,541,860,789,830,723,363,227
"407","台北市","中山區","新喜里",1696,915,2706,4693,1053,650,2575.74,5580,524,395,652,993,889,850,758,334,185
"408","台北市","中山區","新庄里",1770,837,2720,4476,873,605,910.41,5204,481,335,626,915,772,870,707,319,179
"409","台北市","中山區","行仁里",2632,1399,4199,7203,932,643,1464.26,8524,824,596,1001,1594,1282,1247,1189,538,253
"410","台北市","中山區","行孝里",1319,731,2119,3654,892,633,883.03,4258,389,296,538,823,607,641,606,237,121
"411","台北市","中山區","行政里",1717,971,2777,6843,982,645,1927.52,7697,501,390,824,1151,1186,1419,1338,543,345
"412","台北市","中山區","興亞里",1651,975,2750,4739,1416,718,3883.52,5427,403,355,613,906,776,889,836,372,277
"413","台北市","中山區","永安里",2843,1741,4716,7980,2081,988,4621.65,9999,1239,1014,1184,1337,1517,1634,1252,523,299
"414","台北市","中山區","圓山里",1291,728,2119,3765,1123,660,5043.05,4387,432,277,471,777,686,687,628,268,161
"415","台北市","中山區","正得里",1146,622,1834,3284,1398,730,5646.09,3754,306,174,378,621,595,665,560,271,184
"416","台北市","中山區","正守里",1012,567,1628,2854,1207,722,2173.85,3263,264,229,349,553,478,518,484,238,150
"417","台北市","中山區","正義里",1485,840,2435,4755,1111,619,8570.69,5389,387,332,625,934,841,952,796,320,202
"418","台北市","中山區","中吉里",1686,980,2771,4824,1500,783,4421.96,5879,562,619,602,891,910,885,762,396,252
"419","台北市","中山區","中山里",2013,1104,3229,6065,1002,644,1646.28,6773,557,276,711,1344,1092,1157,1010,401,225
"420","台北市","中山區","中央里",1144,696,1918,3133,1552,754,12237.62,3884,394,431,415,533,645,555,509,236,166
"421","台北市","中山區","中原里",1602,1125,2850,4529,1270,724,3163.74,5208,490,317,551,927,707,826,776,394,220
"422","台北市","中山區","中庄里",1498,875,2482,4584,1018,636,1655.37,5286,417,345,590,869,856,795,762,420,232
"423","台北市","中山區","朱馥里",1888,942,2947,5094,1119,682,1751.82,6241,585,607,595,1016,995,966,833,406,238
"424","台北市","中山區","朱崙里",963,524,1542,2459,1306,725,2092.2,2908,267,221,291,441,453,472,423,195,145
"425","台北市","中山區","朱園里",1361,872,2310,4035,2466,797,20297.63,4721,408,331,531,821,662,776,671,294,227
"426","台北市","中正區","愛國里",985,531,1578,2643,1237,768,1971.83,3507,391,524,334,494,577,442,397,206,142
"427","台北市","中正區","板溪里",1110,570,1744,2952,1173,747,1813.17,3380,291,183,338,631,471,515,511,267,173
"428","台北市","中正區","頂東里",2024,1163,3283,5329,1195,791,1585.03,6206,529,353,665,1081,888,911,966,491,322
"429","台北市","中正區","東門里",1286,695,2060,3274,7962,912,229847.14,4184,494,455,437,605,609,579,579,263,163
"430","台北市","中正區","富水里",851,404,1300,2197,1305,931,1351,2687,330,200,259,540,424,383,297,151,103
"431","台北市","中正區","光復里",1219,626,1940,3213,1539,747,3819.75,4000,400,484,426,578,634,577,512,232,157
"432","台北市","中正區","河堤里",1406,852,2326,4079,1201,757,2243.96,4710,380,263,549,771,646,722,743,341,295
"433","台北市","中正區","建國里",473,245,732,1254,1498,942,2039.93,1740,299,236,170,258,297,187,169,70,54
"434","台北市","中正區","黎明里",1046,418,1518,2726,1525,832,4308.57,3503,400,434,349,495,605,460,423,206,131
"435","台北市","中正區","林興里",1607,783,2452,3990,1263,875,1915.54,4781,502,397,445,788,770,711,624,316,228
"436","台北市","中正區","龍福里",1680,979,2753,4648,1453,921,5268.91,6417,1017,782,619,968,1065,763,661,344,198
"437","台北市","中正區","龍光里",1103,531,1686,2724,1454,932,2511.68,3785,602,469,314,592,623,419,394,230,142
"438","台北市","中正區","龍興里",1225,664,1940,3160,1186,814,1299.07,4456,860,471,383,777,739,476,393,214,143
"439","台北市","中正區","梅花里",1006,552,1615,2780,1598,856,3455.31,3227,267,236,320,482,495,493,497,251,186
"440","台北市","中正區","南福里",3288,1753,5162,8679,1578,1025,2065.77,11346,1139,1925,1160,1363,2097,1549,1171,549,393
"441","台北市","中正區","南門里",890,457,1394,2235,1757,875,4990.68,2894,319,412,280,393,481,314,357,209,129
"442","台北市","中正區","三愛里",2613,1511,4244,7227,1841,895,7687.77,8944,911,998,885,1146,1433,1252,1153,685,481
"443","台北市","中正區","廈安里",1433,673,2185,3562,1250,791,1791.75,4881,806,630,440,850,761,536,514,196,148
"444","台北市","中正區","水源里",954,525,1527,2625,1116,744,1285.38,3081,284,199,333,511,426,477,401,270,180
"445","台北市","中正區","網溪里",1981,1063,3171,5107,1196,795,1350.56,5984,529,381,692,1012,835,902,897,432,304
"446","台北市","中正區","文北里",1673,966,2746,4703,2583,950,16155.23,5827,583,571,584,733,874,858,859,458,307
"447","台北市","中正區","文盛里",801,439,1283,2101,1238,853,1354.43,2363,174,167,257,341,347,389,323,217,148
"448","台北市","中正區","文祥里",2345,1241,3706,6409,1598,949,2900.17,8432,1047,1193,788,1104,1411,1107,999,440,343
"449","台北市","中正區","新營里",2905,1358,4381,7237,1683,1047,2956.99,10148,1437,1714,910,1272,1844,1227,973,421,350
"450","台北市","中正區","幸福里",1541,707,2293,5016,1594,893,3252.82,6018,493,557,543,783,897,962,955,398,430
"451","台北市","中正區","幸市里",1419,840,2338,3951,2200,928,7361.61,4651,402,331,501,662,621,726,720,422,266
"452","台北市","中正區","螢圃里",1822,973,2929,4914,1121,732,1386.18,5567,426,387,605,948,839,830,792,455,285
"453","台北市","中正區","螢雪里",1511,698,2281,3916,968,637,1094.65,4531,350,269,559,799,634,710,674,326,210
"454","台北市","中正區","永昌里",1694,800,2612,4497,843,596,868.9,5185,390,335,619,878,737,827,749,404,246
"455","台北市","中正區","永功里",1933,1045,3108,5279,1072,723,1185.36,6505,698,627,696,1084,1040,880,777,427,276
"456","台北市","中正區","忠勤里",2007,851,3002,5865,724,548,641.87,6668,414,475,769,1085,1047,1149,902,479,348
